ISO3,Country,recent_period_start,recent_period_end,yield_recent_avg_kg_ha,fertilizers_recent_avg_kg_ha,emissions_recent_avg_t_per_ha,agriculture_share_gdp_recent_avg,yield_z,fert_z,emis_z,efficiency_index,efficiency_0_100
ARE,United Arab Emirates,2014,2023,14437.392261124303,191.996,8.551670014585246,0.7635047188810976,0.9666101812270431,1.1393002586875423,0.8912603205572417,-0.1296305761934037,48.35395025977743
AUS,Australia,2014,2023,3455.8885895371664,76.42999999999999,1.703929282024237,2.3847365662746514,-0.5291232284281766,-0.12343894062254372,-0.24990906119778244,-0.13859650530647075,48.20099723850961
POL,Poland,2014,2023,6714.509806516473,136.18300000000002,2.155129346425046,2.6235352182999403,-0.08528340745192363,0.5294559884774995,-0.17471700608801918,-0.1535350783746107,47.94615472800257
SOM,Somalia,2014,2023,1372.332516508019,0.0,5.1122965516834675,55.7941831843125,-0.8129135473608218,-0.958556163709523,0.318092053595655,-0.15776726059842666,47.87395640371008
TCD,Chad,2014,2023,955.0161166091799,5.072,4.165446110416237,36.26755977630201,-0.8697540402835471,-0.9031366353110255,0.16030034171942414,-0.16052341296414463,47.82693820558529
GEO,Georgia,2014,2023,3608.9300640698275,78.259,2.397670629252022,7.575727248617257,-0.508278246414132,-0.1034542565845208,-0.13429773547258275,-0.1641145000428575,47.76567655479614
SGP,Singapore,2014,2023,18524.630927457158,126.68599999999999,20.884242424242423,0.031000425567087708,1.5233116685002455,0.4256864180515271,2.9464716058294473,-0.17883357604770944,47.51457852392595
HUN,Hungary,2014,2023,5626.607675442987,128.964,1.830758805387975,3.497480141847235,-0.23346088956595068,0.4505771289529028,-0.22877304358001968,-0.1830372780955437,47.44286605323633
COL,Colombia,2014,2023,14854.241304208326,258.967,5.22071787813279,6.997970951716913,1.0233870179126032,1.8710631207490112,0.33616036297029456,-0.18483486890660544,47.412200302694714
CZE,Czechia,2014,2023,7336.289356165243,160.175,2.2234777050036776,2.027498420036129,-0.0005940540024221456,0.7916060920533572,-0.1633268181195595,-0.19691744738720723,47.20607923481561
LVA,Latvia,2014,2023,4040.07608746737,103.50899999999999,1.9866527478333076,3.8912585276402654,-0.44955409251668194,0.17244146345926067,-0.20279346858329525,-0.20333341352446127,47.09662695243979
HRV,Croatia,2014,2023,7789.204820209436,174.703,1.9505020219421318,3.089762312680752,0.06109520200294306,0.9503472017878545,-0.20881795215041762,-0.20540683159742756,47.06125576506899
LKA,Sri Lanka,2014,2023,4251.9743231416,101.673,2.536435660825175,7.945148365174655,-0.42069253766741477,0.15238029347904763,-0.1111726769351623,-0.20723256076026036,47.03010999222711
EST,Estonia,2014,2023,3484.187077131416,86.66,2.6042326970191696,2.286250006845531,-0.5252688388469987,-0.011660199392924434,-0.0998743663098141,-0.2079043260858186,47.01865010504405
NPL,Nepal,2014,2023,4744.927772607354,78.772,5.10274408692849,23.35304979960481,-0.35354991623584986,-0.09784892967828471,0.31650014456690917,-0.20886781954437433,47.00221352233193
IDN,Indonesia,2014,2023,6658.206678416619,143.558,3.309193957606332,13.089353322448142,-0.09295216323305955,0.6100393918566235,0.017606747144173877,-0.2292419777979073,46.65464340200553
BGR,Bulgaria,2014,2023,4343.791643264327,123.505,1.6868690361047143,3.7300246214694623,-0.4081865787933216,0.3909290206075957,-0.2527521347090206,-0.23777463296201826,46.50908175743652
HKG,Hong Kong,2014,2023,20564.577281952897,363.674,6.831215548780488,0.06754473069561187,1.8011621348455946,3.0151507705955156,0.6045482448876048,-0.24515933172003826,46.38310351558919
PHL,Philippines,2014,2023,5424.427735867138,99.40299999999999,5.3635138874212585,10.133333417053706,-0.26099876592873883,0.1275769950830323,0.3599571800521618,-0.24571183820588263,46.373678108002956
LTU,Lithuania,2014,2023,4376.1088949173545,122.798,2.1876468089379135,3.3129309965604747,-0.40378481429446383,0.3832039404463699,-0.1692980023550649,-0.2543398479776534,46.22648977476069
GBR,United Kingdom,2014,2023,8933.829380425337,181.435,4.4486915125886375,0.6340581144482138,0.2169985507088673,1.0239048250486362,0.20750291452494346,-0.26139782832683645,46.106085140188775
CAN,Canada,2014,2023,2763.401182424423,104.88199999999999,1.4540367187384589,1.7239328384877606,-0.623443330807594,0.1874436346917404,-0.2915534156041968,-0.2638942353698902,46.06349803128638
PAK,Pakistan,2014,2023,5906.64597591386,146.218,2.862700286338873,22.355398390793262,-0.19531833144969826,0.6391040498889585,-0.05680099209382418,-0.26542421609559574,46.03739753779295
MNE,Montenegro,2014,2023,8932.0473572111,166.277,5.90975682053328,6.914178310312991,0.21675583060986925,0.8582799805170066,0.4509880374710825,-0.2726908797484314,45.913432899413365
BWA,Botswana,2014,2023,1349.655571392978,60.028999999999996,3.1333079101397954,1.9027052565664608,-0.8160022559249542,-0.30264550317454614,-0.011704492852445583,-0.27348124100075416,45.89994984150477
MRT,Mauritania,2014,2023,1321.4611639793873,10.644,7.1409170217391305,20.57897408710224,-0.8198424692869049,-0.8422538253275027,0.6561596963469618,-0.28029288766759686,45.78374750214163
MYS,Malaysia,2014,2023,7068.845302032836,192.553,1.4885278005542435,8.344375156236604,-0.037021215431551346,1.1453863543732605,-0.2858055101198925,-0.28882407572620317,45.63821088545502
TTO,Trinidad and Tobago,2014,2023,3850.6138412264854,110.37899999999999,3.6654974468085104,0.8944824194013569,-0.47535975812002074,0.24750695243750942,0.07698437961740875,-0.3074100717896143,45.32114566942207
PRY,Paraguay,2014,2023,3547.6613701280467,124.58,2.410844649171823,10.619493877941625,-0.5166233360516986,0.4026750760154003,-0.13210229777214205,-0.320257449584849,45.101977613956805
BRA,Brazil,2014,2023,10671.46640490759,256.504,3.1236197546036144,5.082290152106813,0.4536730380194338,1.8441509956611766,-0.01331901461887282,-0.34576267793488946,44.66687471663644
BLR,Belarus,2014,2023,5745.757638809734,172.136,2.801227971973305,7.050640098336842,-0.21723209373829494,0.922298714130334,-0.0670452939328294,-0.3576827329381256,44.46352619542558
GUY,Guyana,2014,2023,13510.76041001839,172.174,14.784192416507937,18.039315922239464,0.8403984838494053,0.9227139235307962,1.9299041614896477,-0.38111089969941836,44.06385664152696
IND,India,2014,2023,4788.0436645594755,168.408,2.85925277330742,16.745619171378518,-0.3476773251947223,0.8815644866323847,-0.05737551681202625,-0.4065802631243339,43.62936557691084
MNG,Mongolia,2014,2023,1537.264337865336,27.98,9.506310711491041,12.324917531890094,-0.7904490431456379,-0.6528309262115028,1.050350271014338,-0.4224403593056707,43.358802470963646
KOR,Republic of Korea,2014,2023,12675.287918996311,287.86,5.990141056125368,1.804334802679951,0.7266031280364444,2.186764310421288,0.4643839927234897,-0.44515388369085873,42.97132425933116
NZL,New Zealand,2014,2023,15649.153647899086,108.85499999999999,24.463881844919463,5.2654945037326994,1.1316578873457106,0.23085487016635206,3.543015059230928,-0.44576417655206785,42.96091305310781
BRN,Brunei Darussalam,2014,2023,2021.994009904231,70.9,7.898734000000001,1.1002918053518131,-0.7244265395976328,-0.18386283495292427,0.7824491641203701,-0.46644538336315006,42.60810488059955
NOR,Norway,2014,2023,5631.194455953155,204.436,3.804923711999285,1.7568970922902636,-0.2328361480863695,1.2752267045229737,0.10021963209880089,-0.5123991860204586,41.82416237262935
URY,Uruguay,2014,2023,2879.1258932488413,152.26799999999997,4.379063900417863,6.522906765029354,-0.6076810707857154,0.7052097570677653,0.19589954018044128,-0.5339942940190119,41.45576362986327
UZB,Uzbekistan,2014,2023,6418.991090445621,236.102,3.686504393673763,24.42419823184799,-0.1255344723356186,1.621227253865801,0.08048516703080949,-0.562979980468471,40.961286341446474
SUR,Suriname,2014,2023,7038.631520196819,181.86100000000002,10.270246487542785,9.268920158147186,-0.041136477264144544,1.028559540959078,1.1776594305320456,-0.6214941346895998,39.96307226210366
VNM,Viet Nam,2014,2023,8069.029472842138,259.043,5.801275016202449,12.919487197159919,0.09920866026010428,1.8718935395499352,0.43290964951587946,-0.6251515771269034,39.9006786312993
NCL,New Caledonia,2014,2023,2442.932017099153,154.092,6.29403655396743,1.8454119830470919,-0.6670927664109835,0.7251398082899384,0.5150278840351956,-0.646490658380723,39.536647541192366
EGY,Egypt,2014,2023,15641.931249766441,417.354,6.582777168698142,11.11646741875369,1.130674162119376,3.6016886815638403,0.5631462287080641,-0.7124897886924488,38.410744552787605
CHN,China,2014,2023,9205.012550585889,375.96999999999997,4.8413159078551455,7.4525785062792975,0.2539349976541817,3.14950379133446,0.27293339092685204,-0.8988137361876691,35.2321770731042
BGD,Bangladesh,2014,2023,5433.531926161077,297.563,7.397940689673536,12.6865922361562,-0.25975873159484925,2.2927847528602903,0.6989924424581628,-0.9794749656903099,33.85614804186574
TKM,Turkmenistan,2014,2023,2244.4516301093818,277.797,4.496322100669787,10.662630621529598,-0.6941267459879344,2.076810305241067,0.21544050604249873,-0.9892602537775153,33.689217280085245
TWN,Taiwan,2014,2023,11477.001525631833,461.804,4.711946373896872,0.0733810386526965,0.5633907805755191,4.087374414472596,0.25137408299582803,-1.0355299938317524,32.899885082013526
IRL,Ireland,2014,2023,9343.443337527604,286.135,20.484346251110257,0.9723278177396342,0.2727899340222594,2.16791598895295,2.8798292946669504,-1.2475766500426058,29.282504628946874
DJI,Djibouti,2014,2023,1897.6183841415343,21.512,71.55123317910159,1.7634710454005245,-0.7413670956784335,-0.7235039367953912,11.390076697385828,-2.9640831863631347,0.0
